Section,Folder,DD Ref,Topic,Request,Plain English (per Claude),Group Owner,Owner,DD Point of Contact,Intercom Priority,Diamond Priority,Status,LOE,Req. DG Review,GDrive Folder,GDrive Link,Template Required,Company Comments,Diamond Comments,Claude Audit Report,Output Type,Date Requested,Date Provided,Dependency,Owner Notes
10,Employee,10.24,Employees & Management,"Historical attrition data for past 3 years; indicating voluntary versus involuntary attrition, with reason codes if tracked. If reason codes are not available, please share the top 3 causes of attrition and any recent trends, including regrettable and non-regrettable","Provide historical attrition data for past 3 years; indicating voluntary versus involuntary attrition, with reason codes if tracked",People,Lauren Cullen,Tommy B,,P0 — High,2. In Progress,Limited Effort (Low Complexity),false,(Confidential) 10. Integra_Employee_Employees & Management,,,,,Intercom 3year Attrition to Apr '26,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"1) Overall attrition trend over past 3 years, along with regrettable/non-regrettable rates - this is a screenshot from PeopleInsight data (the most straightforward way for us to get a 3yr view at this point)
2) Voluntary - Regret leavers as % of total over time - this more clearly highlights an uptick in Vol - R % over the period
3) Top termination reason percentages in each of the last 3 'years' (defined as May-Apr in each case) - I'm not sure there's much value here, it looks like we narrowed down the number of options in the last 2 years, which may explain why e.g. Personal & Probation have increased, and Other decreased vs. May 23-Apr 24
- The Leaver Details tab lists the individual leavers, their voluntary/involuntary & regret/non-regret statuses, and their individual termination reasons (in case you want that level of detail)"
10,Employee,10.25,Employees & Management,"Temporary agency, independent contractor or vendor agreements. List of all temporary agency personnel, independent contractors or consultants from the prior three years, including name, dates of service, average weekly hours, location, and function or title.","List temporary agency, independent contractor or vendor agreements",People,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
10,Employee,10.26,Employees & Management,"All documents relating to pending or concluded unfair labor practice charges, demands for union recognition, employee arbitrations and employee grievances or any claims under any benefits plans for which the Company may have liability. A statement describing any labor dispute, work stoppage, work slowdown, strike, lockout or other labor disruption threatened or occurring during the past five years.","List all documents relating to pending or concluded unfair labor practice charges, demands for union recognition, employee arbitrations and employee...",People,Stephanie Chin,Tommy B,,P0 — High,2. In Progress,,,(Confidential) 10. Integra_Employee_Employees & Management,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.1,Employee Benefits,"Summary of standard employee benefits (vacation, sick leave, sabbatical, medical insurance, life and disability insurance, etc.)","Provide a summary of standard employee benefits: vacation, sick leave, sabbatical, medical/dental/vision, life insurance, disability, etc.",People,Erika Brogger,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.2,Employee Benefits,"Details of pension plans and similar arrangements, including retirement indemnities, executive pension arrangements, jubilee payments and compulsory and profit sharing arrangements
 (i) summary of plans provided, including copies of summary plan descriptions;
 (ii) documentation (rules, booklet, insurance contract) for material plans;
 (iii) details of established discretionary practices (e.g., matching 401k, pension increases, early retirement);
 (iv) details of any special individual arrangements;
 (v) numbers of employees in plans (and total payroll) and total number of eligible employees (and payroll) if different;
 (vi) details of any pension plans that the company has previously participated in;
 (vii) details of assumptions underlying reserve for retirement indemnities;
 (viii) annual cash contributions for each plan over the last 3 years and backing evidence, and current monthly company cash contribution rate;
 (ix) details of any areas where non-compliant;
 (x) details of any correspondence with regulators","Provide details of pension plans and similar arrangements, including retirement indemnities, executive pension arrangements, jubilee payments and compulsory a",People,Erika Brogger,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.3,Employee Benefits,"Plan documents (or written description) for any and all health and welfare benefits (executive and non-executive), including but not limited to health insurance, life insurance and disability insurance
 (i) information on current broker and provider/carrier arrangements, including fees/premiums;
 (ii) list of employees under plan;
 (iii) numbers of employees in plans (and total payroll) and total number of eligible employees (and payroll) if different;
 (iv) details of any legal issues, claims or disputes;
 (v) details of any areas where non-compliant;
 (vi) details of any correspondence with regulators or vendors","Provide plan documents (or written description) for any and all health and welfare benefits (executive and non-executive), including but not limited to health",People,Erika Brogger,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.4,Employee Benefits,"Plan documents or policies (or written description) for any and all redundancy/termination/severance plans
 (i) details of any legal issues, claims or disputes;
 (ii) details of any correspondence with regulators;
 (iii) details of change of control payments and severance terms to key employees;",Provide plan documents or policies (or written description) for any and all redundancy/termination/severance plans,People,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.5,Employee Benefits,"Documentation/plan documents around any and all existing incentive plans (plan metrics, accelerators, etc), including but not limited to spot bonuses, annual bonuses, stock based compensation, 13th month salary, and retention bonuses
 (i) summary of plans provided;
 (ii) documentation (rules, booklet) for all plans;
 (iii) number of employees in each plan and eligibility requirements;
 (iv) details of any share-based or incentive plan disclosures;
 (v) full details of grants received and current holdings for key employees;
 (vi) detail any share scheme entitlements;
 (vii) existing retention and incentive plans and payout schedules","Provide documentation/plan documents around any and all existing incentive plans (plan metrics, accelerators, etc), including but not limited to spot bonuses,",People,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.6,Employee Benefits,"Plan documents (or written description) for any and all allowance plans or perquisites (car, phone, etc)","Provide plan documents (or written description) for any and all allowance plans or perquisites (car, phone, etc)",People,Lauren Cullen,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.7,Employee Benefits,"Calendar of compensation and benefits events: timing of ongoing payroll for various classes of employees, timing of performance reviews, salary increases, regular bonus payments, stock refreshes, company specific holidays or events.","Provide calendar of compensation and benefits events: timing of ongoing payroll for various classes of employees, timing of performance reviews, salary...",People,Lauren Cullen,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.8,Employee Benefits,"Copies of all group health plan, retiree health plan, Section 125 Plan, 401(k) and other qualified pension and profit sharing plan documents, all amendments, summary plan descriptions, adoption agreements, trust agreements, administrative services agreements, group annuity contracts, resolutions, IRS opinion/determination letter, last five years nondiscrimination and compliance testing and last five years Form 5500.","List copies of all group health plan, retiree health plan, Section 125 Plan, 401(k) and other qualified pension and profit sharing plan documents, all...",People,Lauren Cullen,Tommy B,,P0 — High,2. In Progress,Moderate Effort (Medium Complexity),,(Confidential) 11. Integra_Employee_Employee Benefits,Global Benefits Contracts,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.9,Employee Benefits,"Copy of COBRA, HIPAA and Cancer Rights Act notices and notice procedures.","Provide copy of COBRA, HIPAA and Cancer Rights Act notices and notice procedures",People,Erika Brogger,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
11,Employee,11.10,Employee Benefits,Please provide the annual merit adjustment budget for your employees,Provide the annual merit adjustment budget for your employees,People,Tommy Bettles,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),,(Confidential) 11. Integra_Employee_Employee Benefits,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.1,Finance,"Please share an updated version of the financial model previously shared, and include latest actuals for Q1 FY27 and plan, alongside any additional / relevant key metrics","Share an updated financial model with Q1 FY27 actuals and plan, plus any additional key metrics beyond what was previously shared.",Finance,Tommy Bettles,Tommy B,,P00 — Critical (cross-functional priority),1. Not Started,Moderate Effort (Medium Complexity),true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,"We will have this, but not for a ~2 weeks. To discuss"
12,Main,12.2,Finance,"Provide consolidated audited financial statements for the last 3 fiscal years, as available.",Provide consolidated audited financial statements for the last 3 fiscal years.,Accounting : General,Anne Pierce,Tommy B,,P00 — Critical (cross-functional priority),4. Ready for DG Review,Available Today,true,(Confidential) 12. Integra_Main_Finance,"(CONFIDENTIAL)_Project Integra_12.2_Intercom Inc FY25 Financial Statements (AICPA) final signed.pdf
12.2 Intercom Inc FY24 Financial Statements (AICPA) final signed.pdf",,,,"https://coda.io/d/_dROw11ftrkL/_suAA1686
https://coda.io/d/_dROw11ftrkL/_suUAl3nH",,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),Thu Apr 30 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,There are only 2 as they cover 3 years - FY25 contains FY25 and FY24 (revised). FY24 contains FY24 and FY23
12,Main,12.3,Finance,"Monthly trial balances (P&L, Balance Sheet and Cash Flow Statement) for last 2 fiscal years reconciling to the consolidated financial statements. Including, breakdown of expenses by type: (a) headcount vs. non-headcount (b) Cost of Sales / Operating Expenses (including operating expense breakdown in R&D, Sales / Marketing and G&A). Provide a mapping of the trial balance accounts to internal financial statements.","Provide monthly trial balances (P&L, Balance Sheet and Cash Flow Statement) for last 2 fiscal years reconciling to the consolidated financial statements",Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.4,Finance,Copies of internal management reports / presentations / board decks for the last 4 quarters,Share copies of internal management reports / presentations / board decks for the last 4 quarters,Finance,Dan Griggs,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.5,Finance,"Management long range financial plan for next 3-5 years. Provide new bookings, revenue, COGS, operating expenses, total headcount plan, AE headcount plan, headcount by function, billable vs non-billable HC (if applicable), and customer attrition/churn forecasts","Provide 3-5 year financial plan — bookings, revenue, COGS, opex, headcount by function, and churn.",Finance,Tommy Bettles,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Available Today,true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,We are not in a position to provide anything different than what we have already shown.
12,Main,12.6,Finance,"Listing of commercial arrangements with all active customers, the products/services they have purchased, and the last two years of revenue for each customer. For each such customer, specify whether the sales are direct or indirect, and if indirect, the sales channel and the third parties involved.","Listing of commercial arrangements with all active customers, the products/services they have purchased, and the last two years of revenue for...",Accounting : Revenue,Nikolay Trenin,Tommy B,,P0 — High,1. Not Started,High Effort (Significant Investment),,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,High effort - can we do ARR instead of GAAP revenue? The reason being the top side adjustments will be difficult to get down to a contract level
12,Main,12.7,Finance,Copies of most recent deferred revenue listing and related waterfall schedule; copies of most recent unbilled deferred revenue listing and related waterfall schedule,List copies of most recent deferred revenue listing and related waterfall schedule; copies of most recent unbilled deferred revenue listing and related wat,Accounting : Revenue,Nikolay Trenin,Tommy B,Required,P00 — Critical (cross-functional priority),1. Not Started,Limited Effort (Low Complexity),true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.8,Finance,Copies of revenue recognition policies for all revenue streams with reference to applicable accounting guidelines (if available),Share copies of revenue recognition policies for all revenue streams with reference to applicable accounting guidelines (if available),Accounting : Revenue,Nikolay Trenin,Tommy B,,P0 — High,1. Not Started,Moderate Effort (Medium Complexity),,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.9,Finance,Copies of most recent AR & AP agings,Share copies of most recent AR & AP agings,Accounting : General,Anne Pierce,Tommy B,,P0 — High,1. Not Started,Moderate Effort (Medium Complexity),true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.10,Finance,List of all active vendors by expense/payment amount for the last two fiscal years along with description of services for each vendor. Please provide monthly history for top vendors ie AWS,List of all active vendors by expense/payment amount for the last two fiscal years along with description of services for each vendor,Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,Moderate Effort (Medium Complexity),,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.11,Finance,List of any significant audit deficiencies for the past two years (if public),List of any significant audit deficiencies for the past two years (if public),Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,No Action Required,Available Today,false,(Confidential) 12. Integra_Main_Finance,,,Intercom is not public,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Not a public company
12,Main,12.12,Finance,"Schedule of unbilled backlog, if available","Provide schedule of unbilled backlog, if available",Accounting : Revenue,Nikolay Trenin,Tommy B,,P0 — High,Blocked,High Effort (Significant Investment),true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,We don't report RPO any more. It will take significant effort to re-start this process.
12,Main,12.13,Finance,"Current price list of all product SKUs, denoting active vs. inactive SKUs, and services Rate Cards if applicable","List current price list of all product SKUs, denoting active vs",Accounting : Revenue,Nikolay Trenin,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.14,Finance,"Provide calculations of employee fringe rates (%) - benefits (e.g. insurance, PTO) and payroll taxes divided by total compensation (base pay, bonus, commission)",Provide calculations of employee fringe rates (%) - benefits (e,Finance,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Available Today,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Previously shared.
12,Main,12.15,Finance,Historical write-offs and provisions for unbilled receivables (contract assets) and accounts receivable by contract number and customer for the last 3 years,Provide historical write-offs and provisions for unbilled receivables (contract assets) and accounts receivable by contract number and customer for the last 3,Accounting : Revenue,Nikolay Trenin,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.16,Finance,"Schedule of any off-balance sheet commitments, guarantees or contingent liabilities (e.g. litigation, other commitments) as at the most recent month-end","Provide schedule of any off-balance sheet commitments, guarantees or contingent liabilities (e",Accounting : Revenue,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.17,Finance,"Future lease commitment schedule, by lease by month, in local currency and USD","Provide future lease commitment schedule, by lease by month, in local currency and USD",Accounting : General,Anne Pierce,Tommy B,,P2 — Low Priority,1. Not Started,,true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.18,Finance,Lease ROU asset and liability amortization schedules (if accounted for under ASC 842),Provide lease ROU asset and liability amortization schedules (if accounted for under ASC 842),Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.19,Finance,"Future sublease rental income schedule, by lease by month, in local currency and USD (if applicable)","Provide future sublease rental income schedule, by lease by month, in local currency and USD (if applicable)",Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.20,Finance,"Are you aware of actual litigation, any expressed intention to commence litigation or the threat of litigation against Ernst & Young (Diamond's audit firm) that may be brought by the Company, its officers or directors?","Provide are you aware of actual litigation, any expressed intention to commence litigation or the threat of litigation against Ernst & Young (Diamond's audit ",Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,3. Ready for Legal & Fin Review,,,(Confidential) 12. Integra_Main_Finance,,,No,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),Thu Apr 30 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,No file see response in col R
12,Main,12.21,Finance,Does the Company have any business or lending relationships with Ernst & Young (Diamond's audit firm) or any Ernst & Young affiliates?,Provide does the Company have any business or lending relationships with Ernst & Young (Diamond's audit firm) or any Ernst & Young affiliates?,Accounting : General,Anne Pierce,Tommy B,,P1 — Standard,3. Ready for Legal & Fin Review,,,(Confidential) 12. Integra_Main_Finance,,,"Yes - Outsourced tax service provider for 2025 tax compliance (IE), 2026 tax compliance (IE and US), provision (global), FY27 indirect taxes (IE and CH)",,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),Thu Apr 30 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,No file see response in col R
12,Main,12.22,Finance,Please provide most current deferred commissions amortization schedule / waterfall,Provide most current deferred commissions amortization schedule / waterfall,Accounting : General,Nikolay Trenin,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.23,Finance,Please provide historical & forecasted cost to serve (COGS) broken out by product.,Provide historical & forecasted cost to serve (COGS) broken out by product,Accounting : General,Tommy Bettles,Tommy B,,P0 — High,1. Not Started,Available Today,true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,Previously shared.
12,Main,12.24,Finance,Provide detail of what costs are being capitalized as software development costs and associated amortization schedules for those capitalized costs,Provide detail of what costs are being capitalized as software development costs and associated amortization schedules for those capitalized costs,Accounting : General,Anne Pierce,Tommy B,,P0 — High,2. In Progress,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.25,Finance,"Provide management rep letters, required audit communications, and summary of adjusted and unadjusted differences for recently completed audits.","Provide management rep letters, required audit communications, and summary of adjusted and unadjusted differences for recently completed audits",Accounting : General,Anne Pierce,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
12,Main,12.26,Finance,Provide revenue (not ARR) by country for the last full fiscal year (FY26),Share revenue (not ARR) by country for FY26.,Accounting : General,Nikolay Trenin,Tommy B,Required,P00 — Critical (cross-functional priority),2. In Progress,,true,(Confidential) 12. Integra_Main_Finance,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.1,Finance - Tax,"Documentation (including prior due diligence reports, appraisals, private letter rulings, etc.) relating to any: acquisitions; dispositions; internal restructurings; joint ventures/partnership formations, contributions, and distributions; reorganizations; bankruptcy restructurings; and any other non recurring transactions during the past three years. Any tax/legal opinions with respect to these transactions to the extent no rulings were obtained from the IRS. Please include details on any intercompany transfers of IP since inception (to the extent not included in response to item 13.15 below)","Provide tax documentation for any acquisitions, dispositions, restructurings, JVs, and other significant transactions — including prior DD reports, appraisals, and private letter rulings.",Accounting : Tax,One Jae Paik,Tommy B,,P00 — Critical (cross-functional priority),2. In Progress,,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.2,Finance - Tax,"Details (including any correspondence or memorandum prepared by any entity or its representative) as to any positions taken on prior federal or foreign tax returns for which there is potential tax exposure (e.g., FIN 48 and/or FAS 5 analysis/support).",Provide details (including any correspondence or memorandum prepared by any entity or its representative) as to any positions taken on prior federal or...,Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.3,Finance - Tax,"A description of the status of federal, state, local, or international income or non-income tax examinations related to tax periods for which the statute of limitations remains open, copies of any revenue agent reports received in connection with such examinations, copies of closing letters (if any) received in prior or current examinations, a description of any contests, deficiencies, notices, or assessments, and a copy of any waivers to extend the statute of limitations.","Share a description of the status of federal, state, local, or international income or non-income tax examinations related to tax periods for which the...",Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.4,Finance - Tax,"Complete original/amended non-US, US Federal and US State income/franchise tax returns for the prior 3 years, tax return workpapers, including all statements, attachments, elections, or other disclosures as filed.","Complete original/amended non-US, US Federal and US State income/franchise tax returns for the prior 3 years, tax return workpapers, including all...",Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.5,Finance - Tax,Copy of tax provision workpapers supporting tax accounting presented in most recent audited financial statements and the interim period most recently ended.,Provide copy of tax provision workpapers supporting tax accounting presented in most recent audited financial statements and the interim period most...,Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.6,Finance - Tax,"Does the company consider its products/services taxable? If yes, which products/services, and in which states does the company file for sales/use tax?","Provide does the company consider its products/services taxable? If yes, which products/services, and in which states does the company file for sales/use tax?",Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,1. Not Started,,true,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.7,Finance - Tax,Please provide a description of the VAT compliance process for the Ireland entity and annual and monthly/quarterly VAT returns for the past year.,Provide a description of the VAT compliance process for the Ireland entity and annual and monthly/quarterly VAT returns for the past year,Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,,true,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.8,Finance - Tax,Please provide any taxability studies supporting the Company’s tax treatment of its activities for state sales tax purposes.,Provide any taxability studies supporting the Company’s tax treatment of its activities for state sales tax purposes,Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,1. Not Started,Available Today,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.9,Finance - Tax,"Please provide customer billings by city, state, and country for the last 3 years.","Provide customer billings by city, state, and country for the last 3 years",Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,AP: Let's compare to revenue by country as well before we submit
13,Main,13.10,Finance - Tax,"State and local tax apportionment schedules (i.e., property, payroll, and sales) by state for the past three years with supporting workpapers.",Provide state and local tax apportionment schedules (i,Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,1. Not Started,Available Today,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.11,Finance - Tax,"Confirmation as to whether the seller/Company or any member of the seller's/Company's group has entered into or was required to report, under Section 6011 and the Treasury regulations promulgated thereto, any listed, reportable, or substantially similar transaction as described in recent Internal Revenue Notices.","Confirmation as to whether the seller/Company or any member of the seller's/Company's group has entered into or was required to report, under...",Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,3. Ready for Legal & Fin Review,Available Today,,(Confidential) 13. Integra_Main_Finance - Tax,,,None.,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),Fri May 01 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,
13,Main,13.12,Finance - Tax,"A listing of, and information regarding, all states in which the Company makes state and local tax filings (income, franchise, sales and use, payroll, property and all other types).","List a listing of, and information regarding, all states in which the Company makes state and local tax filings (income, franchise, sales and use,...",Accounting : Tax,One Jae Paik,Tommy B,,P1 — Standard,1. Not Started,Limited Effort (Low Complexity),,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.13,Finance - Tax,"Any documentation supporting the intercompany pricing of services, goods, or other transactions between the Company and it US and non-US affiliates (Section 6662(e) transfer pricing support). Please include all intercompany agreements between the US and Ireland entities that cover activities in the past three tax years.","Provide any documentation supporting the intercompany pricing of services, goods, or other transactions between the Company and it US and non-US...",Accounting : Tax,One Jae Paik,Tommy B,,P0 — High,1. Not Started,Available Today,,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
13,Main,13.14,Finance - Tax,Copies of all Section 409A studies commissioned by the Company for purposes of determining the exercise price of stock options granted to employees,List copies of all Section 409A studies commissioned by the Company for purposes of determining the exercise price of stock options granted to employees,Accounting : General,Christie Johnson,Tommy B,,P1 — Standard,3. Ready for Legal & Fin Review,,false,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),Thu Apr 30 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,
13,Main,13.15,Finance - Tax,"A narrative description of the Company’s overall global operating model from a tax perspective (e.g., intellectual property ownership, cost-sharing, principal/reseller structure, etc.), including cross-border/intercompany arrangements. Please describe the function of each entity, the purpose for its creation (to the extent different from its current function) and any restructuring previously undertaken since inception (NOT limited to the immediately preceding three-year period) that resulted in the current structure -- with particular attention to the three interposed entities between Ireland UC (Ireland) and Ireland, Inc. (US).","Describe Intercom's global tax structure — which entity owns IP, how profit flows between US and Ireland.",Accounting : Tax,One Jae Paik,Tommy B,Required,P00 — Critical (cross-functional priority),2. In Progress,Limited Effort (Low Complexity),true,(Confidential) 13. Integra_Main_Finance - Tax,,,,,,,Wed Apr 29 2026 17:00:00 GMT-0700 (Pacific Daylight Time),,,
